language,topic,user_query,bot_response,intent,source
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.1%
- Home: 5.6%
- Auto: 5.1%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #507300 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $2657.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3723.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 3.5%
- Home: 3.0%
- Auto: 2.5%",loan_query,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.4%
- Home: 7.9%
- Auto: 7.4%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.9%
- Home: 7.4%
- Auto: 6.9%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $2160.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.6%
- Home: 6.1%
- Auto: 5.6%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $5306.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.3%
- Home: 4.8%
- Auto: 4.3%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #133305 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #876382 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $2918.,account_balance,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #269829 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 7.1%
- Home: 6.6%
- Auto: 6.1%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $7692.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.2%
- Home: 4.7%
- Auto: 4.2%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.4%
- Home: 7.9%
- Auto: 7.4%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.7%
- Home: 6.2%
- Auto: 5.7%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $8173.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.4%
- Home: 4.9%
- Auto: 4.4%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $7653.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.0%
- Home: 6.5%
- Auto: 6.0%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $9438.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.7%
- Home: 6.2%
- Auto: 5.7%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $2050.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $4743.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #937491 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $7298.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.4%
- Home: 7.9%
- Auto: 7.4%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.1%
- Home: 4.6%
- Auto: 4.1%",loan_query,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #537977 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $2406.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #225491 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #922935 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3603.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #839758 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.7%
- Home: 7.2%
- Auto: 6.7%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $7072.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $4792.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $9776.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #714407 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $6293.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.5%
- Home: 6.0%
- Auto: 5.5%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #510962 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.7%
- Home: 4.2%
- Auto: 3.7%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #532591 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.6%
- Home: 7.1%
- Auto: 6.6%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #346310 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $6424.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3709.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.4%
- Home: 5.9%
- Auto: 5.4%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $3688.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.7%
- Home: 7.2%
- Auto: 6.7%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 3.6%
- Home: 3.1%
- Auto: 2.6%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $4233.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $9599.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.9%
- Home: 4.4%
- Auto: 3.9%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.7%
- Home: 5.2%
- Auto: 4.7%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #460790 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #904003 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 3.9%
- Home: 3.4%
- Auto: 2.9%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $2503.,account_balance,local_generation
en,account_balance,What's my current balance?,Your current balance is $4242.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $376.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.4%
- Home: 5.9%
- Auto: 5.4%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.3%
- Home: 3.8%
- Auto: 3.3%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #810070 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #340743 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $1193.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $3211.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3497.,account_balance,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #199207 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.0%
- Home: 7.5%
- Auto: 7.0%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #184381 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #434026 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $8786.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.0%
- Home: 6.5%
- Auto: 6.0%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3082.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #602502 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #699575 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $8992.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $807.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #109249 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.1%
- Home: 4.6%
- Auto: 4.1%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3511.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #607201 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $661.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $377.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #356797 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $7505.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.4%
- Home: 6.9%
- Auto: 6.4%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #648150 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $7543.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #619960 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #440464 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #762484 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #187013 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #617650 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $8901.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.4%
- Home: 6.9%
- Auto: 6.4%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.5%
- Home: 4.0%
- Auto: 3.5%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 7.5%
- Home: 7.0%
- Auto: 6.5%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.9%
- Home: 7.4%
- Auto: 6.9%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $4467.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.9%
- Home: 6.4%
- Auto: 5.9%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $6130.,account_balance,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #390886 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $3181.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $8518.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.3%
- Home: 3.8%
- Auto: 3.3%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $8557.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $5843.,account_balance,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #184883 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #501953 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #231871 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $7807.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #457237 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.1%
- Home: 4.6%
- Auto: 4.1%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $1735.,account_balance,local_generation
en,account_balance,What's my current balance?,Your current balance is $3730.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $2968.,account_balance,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #518896 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #856493 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #333472 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.7%
- Home: 7.2%
- Auto: 6.7%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.0%
- Home: 5.5%
- Auto: 5.0%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $7488.,account_balance,local_generation
en,account_balance,What's my current balance?,Your current balance is $1080.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $3859.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 8.0%
- Home: 7.5%
- Auto: 7.0%",loan_query,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #682575 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #345624 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #260000 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.0%
- Home: 4.5%
- Auto: 4.0%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #895147 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.9%
- Home: 4.4%
- Auto: 3.9%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.0%
- Home: 3.5%
- Auto: 3.0%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.2%
- Home: 6.7%
- Auto: 6.2%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.3%
- Home: 4.8%
- Auto: 4.3%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $5272.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.0%
- Home: 4.5%
- Auto: 4.0%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.4%
- Home: 4.9%
- Auto: 4.4%",loan_query,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #682139 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #278167 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.0%
- Home: 5.5%
- Auto: 5.0%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $9550.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.1%
- Home: 4.6%
- Auto: 4.1%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 3.8%
- Home: 3.3%
- Auto: 2.8%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.0%
- Home: 6.5%
- Auto: 6.0%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $5899.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.8%
- Home: 4.3%
- Auto: 3.8%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #250427 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #880089 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #547462 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $7126.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 7.5%
- Home: 7.0%
- Auto: 6.5%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $757.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 7.3%
- Home: 6.8%
- Auto: 6.3%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.9%
- Home: 4.4%
- Auto: 3.9%",loan_query,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #576567 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.0%
- Home: 6.5%
- Auto: 6.0%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $2345.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.7%
- Home: 4.2%
- Auto: 3.7%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $2809.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
